"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","exp_type","correct_response","acc","decision","record_acc","decision_2"
"","","","","","image-keyboard-response","191","171732","0.0-0.0-5.0-1.9","null","../data/img/test/triangle/triangle27_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","192","172827","0.0-0.0-5.0-2.9","1095","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","193","173675","0.0-0.0-5.0-3.9","848","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","194","174186","0.0-0.0-5.0-0.10","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","195","174395","0.0-0.0-5.0-1.10","null","../data/img/test/triangle/triangle55_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","196","176307","0.0-0.0-5.0-2.10","1911","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","197","177522","0.0-0.0-5.0-3.10","1214","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","198","178027","0.0-0.0-5.0-0.11","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","199","178234","0.0-0.0-5.0-1.11","null","../data/img/test/square/square88_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","200","179864","0.0-0.0-5.0-2.11","1629","<p> </p>","l","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","201","180667","0.0-0.0-5.0-3.11","803","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","202","181177","0.0-0.0-5.0-0.12","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","203","181386","0.0-0.0-5.0-1.12","null","../data/img/test/circle/circle58_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","204","183157","0.0-0.0-5.0-2.12","1770","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","205","185063","0.0-0.0-5.0-3.12","1906","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","206","185569","0.0-0.0-5.0-0.13","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","207","185775","0.0-0.0-5.0-1.13","null","../data/img/test/triangle/triangle54_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","208","186872","0.0-0.0-5.0-2.13","1097","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","209","188430","0.0-0.0-5.0-3.13","1558","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","210","188937","0.0-0.0-5.0-0.14","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","211","189148","0.0-0.0-5.0-1.14","null","../data/img/test/square/square39_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","212","190696","0.0-0.0-5.0-2.14","1547","<p> </p>","k","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","213","191607","0.0-0.0-5.0-3.14","911","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","214","192114","0.0-0.0-5.0-0.15","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","215","192319","0.0-0.0-5.0-1.15","null","../data/img/test/square/square39_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","216","194120","0.0-0.0-5.0-2.15","1800","<p> </p>","j","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","217","195575","0.0-0.0-5.0-3.15","1454","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","218","196080","0.0-0.0-5.0-0.16","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","219","196286","0.0-0.0-5.0-1.16","null","../data/img/test/circle/circle34_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","220","197676","0.0-0.0-5.0-2.16","1389","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","221","199477","0.0-0.0-5.0-3.16","1801","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","222","199986","0.0-0.0-5.0-0.17","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","223","200195","0.0-0.0-5.0-1.17","null","../data/img/test/circle/circle28_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","224","201547","0.0-0.0-5.0-2.17","1352","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","225","202641","0.0-0.0-5.0-3.17","1093","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","226","203142","0.0-0.0-5.0-0.18","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","227","203353","0.0-0.0-5.0-1.18","null","../data/img/test/square/square6_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","228","205313","0.0-0.0-5.0-2.18","1960","<p> </p>","l","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","229","206241","0.0-0.0-5.0-3.18","927","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","230","206745","0.0-0.0-5.0-0.19","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","231","206953","0.0-0.0-5.0-1.19","null","../data/img/test/circle/circle76_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","232","207944","0.0-0.0-5.0-2.19","991","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","233","209769","0.0-0.0-5.0-3.19","1825","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","234","210272","0.0-0.0-5.0-0.20","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","235","210482","0.0-0.0-5.0-1.20","null","../data/img/test/circle/circle82_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","236","211549","0.0-0.0-5.0-2.20","1066","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","237","212732","0.0-0.0-5.0-3.20","1183","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","238","213241","0.0-0.0-5.0-0.21","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","239","213447","0.0-0.0-5.0-1.21","null","../data/img/test/square/square36_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","240","214861","0.0-0.0-5.0-2.21","1413","<p> </p>","l","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","241","216386","0.0-0.0-5.0-3.21","1524","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","242","216897","0.0-0.0-5.0-0.22","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","243","217103","0.0-0.0-5.0-1.22","null","../data/img/test/triangle/triangle88_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","244","218415","0.0-0.0-5.0-2.22","1311","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","245","220055","0.0-0.0-5.0-3.22","1640","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","246","220562","0.0-0.0-5.0-0.23","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","247","220769","0.0-0.0-5.0-1.23","null","../data/img/test/triangle/triangle49_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","248","222551","0.0-0.0-5.0-2.23","1781","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","249","223511","0.0-0.0-5.0-3.23","959","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","250","224019","0.0-0.0-5.0-0.24","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","251","224228","0.0-0.0-5.0-1.24","null","../data/img/test/square/square52_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","252","225558","0.0-0.0-5.0-2.24","1330","<p> </p>","k","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","253","227192","0.0-0.0-5.0-3.24","1633","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","254","227699","0.0-0.0-5.0-0.25","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","255","227905","0.0-0.0-5.0-1.25","null","../data/img/test/circle/circle51_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","256","229667","0.0-0.0-5.0-2.25","1760","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","257","231419","0.0-0.0-5.0-3.25","1752","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","258","231927","0.0-0.0-5.0-0.26","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","259","232139","0.0-0.0-5.0-1.26","null","../data/img/test/triangle/triangle23_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","260","233443","0.0-0.0-5.0-2.26","1303","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","261","234995","0.0-0.0-5.0-3.26","1551","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","262","235507","0.0-0.0-5.0-0.27","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","263","235711","0.0-0.0-5.0-1.27","null","../data/img/test/triangle/triangle69_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","264","236964","0.0-0.0-5.0-2.27","1252","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","265","238358","0.0-0.0-5.0-3.27","1394","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","266","238864","0.0-0.0-5.0-0.28","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","267","239070","0.0-0.0-5.0-1.28","null","../data/img/test/circle/circle14_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","268","240400","0.0-0.0-5.0-2.28","1329","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","269","241565","0.0-0.0-5.0-3.28","1165","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","270","242075","0.0-0.0-5.0-0.29","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","271","242278","0.0-0.0-5.0-1.29","null","../data/img/test/triangle/triangle69_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","272","244279","0.0-0.0-5.0-2.29","2000","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","273","245321","0.0-0.0-5.0-3.29","1041","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","274","245825","0.0-0.0-5.0-0.30","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
